	TCGA.3C.AAAU.01	TCGA.3C.AALI.01	TCGA.3C.AALJ.01	TCGA.3C.AALK.01	TCGA.4H.AAAK.01	TCGA.5L.AAT0.01	TCGA.5T.A9QA.01	TCGA.A1.A0SB.01	TCGA.A1.A0SF.01	TCGA.A1.A0SG.01	TCGA.A1.A0SI.01	TCGA.A1.A0SN.01	TCGA.A1.A0SQ.01	TCGA.A2.A0CK.01	TCGA.A2.A0CO.01	TCGA.A2.A0CR.01	TCGA.A2.A0EP.01	TCGA.A2.A1FV.01	TCGA.A2.A1FW.01	TCGA.A2.A1FX.01	TCGA.A2.A1FZ.01	TCGA.A2.A1G0.01	TCGA.A2.A1G1.01	TCGA.A2.A1G4.01	TCGA.A2.A1G6.01	TCGA.A2.A259.01	TCGA.A2.A25A.01	TCGA.A2.A25B.01	TCGA.A2.A25C.01	TCGA.A2.A25D.01	TCGA.A2.A25E.01	TCGA.A2.A25F.01	TCGA.A2.A3KC.01	TCGA.A2.A3KD.01	TCGA.A2.A3XS.01	TCGA.A2.A3XT.01	TCGA.A2.A3XU.01	TCGA.A2.A3XV.01	TCGA.A2.A3XW.01	TCGA.A2.A3XX.01	TCGA.A2.A3XY.01	TCGA.A2.A3XZ.01	TCGA.A2.A3Y0.01	TCGA.A2.A4RW.01	TCGA.A2.A4RX.01	TCGA.A2.A4RY.01	TCGA.A2.A4S0.01	TCGA.A2.A4S1.01	TCGA.A2.A4S2.01	TCGA.A2.A4S3.01	TCGA.A7.A13D.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.A7.A13H.01	TCGA.A7.A26E.01	TCGA.A7.A26F.01	TCGA.A7.A26G.01	TCGA.A7.A26H.01	TCGA.A7.A26I.01	TCGA.A7.A26J.01	TCGA.A7.A2KD.01	TCGA.A7.A3IY.01	TCGA.A7.A3IZ.01	TCGA.A7.A3J0.01	TCGA.A7.A3J1.01	TCGA.A7.A3RF.01	TCGA.A7.A425.01	TCGA.A7.A426.01	TCGA.A7.A4SA.01	TCGA.A7.A4SB.01	TCGA.A7.A4SC.01	TCGA.A7.A4SD.01	TCGA.A7.A4SE.01	TCGA.A7.A4SF.01	TCGA.A7.A56D.01	TCGA.A7.A5ZV.01	TCGA.A7.A5ZW.01	TCGA.A7.A5ZX.01	TCGA.A7.A6VV.01	TCGA.A7.A6VW.01	TCGA.A7.A6VX.01	TCGA.A7.A6VY.01	TCGA.AC.A23C.01	TCGA.AC.A23E.01	TCGA.AC.A23G.01	TCGA.AC.A23H.01	TCGA.AC.A2B8.01	TCGA.AC.A2BK.01	TCGA.AC.A2BM.01	TCGA.AC.A2FB.01	TCGA.AC.A2FE.01	TCGA.AC.A2FF.01	TCGA.AC.A2FG.01	TCGA.AC.A2FK.01	TCGA.AC.A2FM.01	TCGA.AC.A2FO.01	TCGA.AC.A2QH.01	TCGA.AC.A2QI.01	TCGA.AC.A2QJ.01
MIMAT0003386	0.554310188	0.703751608	1.141095658	1.179185197	0.980287607	0.49567856	0.867925382	3.226354453	0.595927113	0.7608	1.161791345	0.3508	0	0.921243314	0.626400968	0	1.902205673	0.828307127	0.3242	0.714761438	0.6558	0.6516	1.8779148	0.6279	1.784407361	0	0	0	0	0.4183	0	0	0.488164131	0.2497	0.758457125	1.001524599	0	1.632265525	0.892525794	0.670733336	0.2567	1.04813485	0.5629	1.187108237	1.030958917	0.256	0	0	1.294024956	1.194373912	0	0	0.790297098	1.703873696	0.605358064	0.849132145	1.246097561	0.5491	0.886412944	0.850011096	0.4425	0.3306	2.154814931	0.2654	0.2673	0.2333	0.509966681	0.8157	0.561338222	0.73784607	0.2206	1.02277285	0.3943	1.567928554	1.133329261	1.175138516	0.3318	1.138562449	0.368706455	0.1955	0.3782	0.668992773	0	1.103818602	1.638197023	0.993863825	0.957639343	1.427896712	0	0.664051796	0.989849066	1.350853019	0.580733992	0.499526364	0.750960163	0.714539928	0.406	4.005518406	0.397388683	1.141631025
MIMAT0003393	8.226114291	7.588466329	8.336397902	8.988525771	6.899263499	7.622798732	9.224153925	7.523986742	8.13827955	9.087688414	7.572290957	8.064809416	7.578426821	6.661941928	8.195199266	7.29012948	7.408195934	9.163259835	9.677754648	10.17807364	7.600358703	7.406777149	8.310482544	9.144395263	6.401319745	8.574334159	7.061937288	10.33972042	9.499272596	9.252023485	9.948700992	8.215365471	8.223619233	8.004043451	7.987338728	9.268454977	7.394268937	9.866353181	6.171465348	7.825475143	7.731110619	7.228575277	8.720930666	7.543764745	7.007382052	8.163876736	7.751221493	7.669100444	8.914717088	8.82149134	7.446417418	8.706545188	8.160951472	7.365592921	7.455714839	7.309997907	7.977615407	7.566191831	6.846090322	8.79747224	7.913923267	6.92501846	7.59500916	6.768884886	7.248528245	7.469328555	7.410812663	8.184011915	7.557469155	8.736831084	7.305115681	8.259353662	7.475141215	7.620756555	8.350513797	7.361153219	8.077798795	6.804122397	6.167695374	7.281312636	6.413249997	6.91598125	6.706582573	7.901360691	10.5169561	6.785800942	9.172505244	6.987519979	6.576644382	6.856061985	8.587134147	6.399511858	7.697445863	6.561238866	5.832699154	7.647118078	6.455689561	7.345021189	6.049862034	6.971029506
MIMAT0003880	3.13375269	3.795989196	3.09798851	2.307961055	2.290269568	1.846579302	2.104419806	1.417829226	1.266896216	0.7608	1.614598858	1.908042666	1.16	1.820739448	1.946456352	1.351877331	1.939446362	2.286234823	2.330884665	1.958177524	2.245036386	2.049589942	2.666948353	3.974748307	2.654613341	0.9854	0.795720352	2.972283217	1.0635	1.229737985	3.11099872	0.9909	1.827716623	2.0086413	2.707952336	2.81007042	2.626391919	3.097620341	1.439728985	2.277305165	2.552931221	1.944063073	3.261601483	1.992711247	2.714870348	2.398205698	4.687753907	4.703142031	2.913508619	4.041057187	3.327799314	2.575666477	2.521395295	1.60029453	1.49822166	1.927880232	3.30996496	2.60768123	1.519478499	3.872111797	2.080984815	1.837989449	3.549004462	1.271311644	2.22175233	1.635124655	3.276721466	1.945079886	1.537177595	4.211484979	2.26317489	1.907497939	3.466808088	3.94567507	3.719762762	2.802477593	6.192647612	1.84946599	1.114066596	2.017098366	2.458417862	1.926828633	1.830960128	2.909207559	2.278776184	1.884034612	3.840388277	1.759853039	3.764807245	2.428552292	1.674107618	0.869443075	0.993760807	1.363087086	0.4238	1.547305776	0.98180262	2.497892593	1.325605927	2.854553312
MIMAT0003886	5.519866377	4.553305524	5.044575184	4.627123382	4.119062184	3.747988736	4.70191269	5.474607253	4.052872242	4.914924773	3.696165392	3.987883291	3.443227757	5.058659655	4.541692165	4.058732325	4.781216291	5.327857553	4.119001162	4.406040879	4.824421723	3.985709648	4.357055995	5.187577218	3.93173587	4.431450272	3.339981469	5.237612951	5.290995961	4.767298035	6.611333732	5.981969009	4.25676357	3.811572901	6.180434854	4.646951431	6.214602135	5.508440626	4.80607883	5.356019698	4.674389442	3.545830055	5.766979728	4.189004894	4.173481858	3.638734598	3.132848548	4.40335038	3.763967312	3.443414087	6.378301489	4.062762665	5.374476225	4.765039536	4.206937926	4.840442408	4.384938176	4.252841344	3.608973965	6.51099062	4.349475065	4.564437464	5.245964151	3.976686498	5.389650156	3.263049043	4.712948294	3.255822471	3.065485635	4.461510192	3.018863715	3.338367494	4.089798614	3.676833449	4.346048167	2.666161878	4.892533706	3.586760576	2.77025138	4.536307752	5.060580502	4.236139366	3.452410649	4.218860518	4.211270879	4.529454338	4.31049819	3.820355327	4.839704251	4.518364871	4.747164466	4.518168018	3.667880525	3.264062359	4.002043814	5.44906535	4.380158859	5.729647037	4.784532959	4.54335178
MIMAT0004496	2.433988721	0.958419583	1.461295737	0.840208069	1.199813418	0.751317271	1.797065386	2.118901405	1.266825539	1.624470527	1.796885181	0	1.511917576	1.315981475	1.603515946	0.6457	2.045691039	0	0	0.4012	2.929339704	1.946559473	2.906400583	3.759304027	0.8599	0.9854	0	2.580186177	4.578388164	1.0064	4.630380327	4.152680341	0.4881	1.093560236	1.554278353	1.58709544	1.397351469	1.978200051	1.321160638	2.661634833	3.228535656	0.617217575	2.117981447	0.2784	2.46514566	0	1.433014829	2.019628019	1.144077905	0.894510438	2.100154235	4.822131584	1.497551919	2.682286642	1.030616687	1.138939161	2.14724222	2.607619201	0.593747681	1.467536146	1.482803175	1.613570522	3.160625284	0	1.278066056	0.434071981	1.312599139	0.815722228	0	1.116610917	0.580866292	0.895209003	1.678054885	2.09581714	0	1.070959974	0.828445405	0.486	0	1.011421533	1.631437427	0.796914937	2.395833584	2.794465784	1.851922899	1.432709515	2.846195544	2.315523421	1.786047835	0.664051796	1.140896137	1.291167108	0.580786429	1.578333084	0	1.190233666	0.406	0	1.231300613	1.383204853
MIMAT0004498	0.554320825	0.557351603	0.4101	0	0	0.348593644	0	0	0.1736	0	0.4982	0.868559582	0	0	0.346986435	0.1905	0.476275869	1.351091013	1.176164446	0	0	0.3623	0	0.6279	0	0	0.3723	1.519849231	2.09428917	0.7421	0	0.9909	0.6199	0.647989421	0.1869	0	0	1.176323777	0.2799	0.91677964	0.980874011	0.2363	1.759679924	0	0	0.256	0	0.938424836	0	0	0	0	0.7903	0.928363233	0.334279601	0	0.7536	0	0.4216	0.401548725	0	0.3306	0	0.2654	0.2673	0.434071981	0.2774	0.251	0	0.415575719	0.2206	0	0.3943	0.4087	0.779292076	0.2107	0	0	0	0.367641597	0.677565483	0.528529199	0	0.654941542	0	0	0.7424	0.1368	1.458959082	0	0.41	0.948837313	0.245894385	0.412599879	0	0.823049829	0.406	0.9484	0.307821045	0.2643
MIMAT0004504	0	1.448390178	0.2859	2.439887055	2.241661073	1.671994582	1.678092608	2.942465736	1.881653913	1.624530764	1.614606463	1.549439046	0	0.532877205	0.748117881	1.429575604	2.045789973	0	1.328676794	0	1.104881704	0.892523805	3.111717962	1.063936352	3.127853114	1.565462815	0.1981	1.519849231	0	0	2.136	0	0.852164656	1.433478487	3.793524508	1.224216515	0.861578534	1.632259923	0.2799	1.619053232	0.663780179	1.379520455	1.949913135	1.3161	3.793911894	2.888953086	0	0.6879	2.76734269	0.8945	3.204580534	0	1.06636193	1.976394787	1.283270589	1.264583065	4.604224333	1.729404052	0.7475	2.579057143	1.657087953	1.021517987	3.461276282	0.4895	0.492731571	0.2333	1.042598685	0.650909474	0.561338222	0.585701663	0	0.6002	0.958188206	2.916334437	0.967125649	2.554669286	0	2.889199102	1.37919889	3.300530102	3.66558981	0.796985732	2.230976535	1.88025854	3.562234606	2.767024687	0.854050993	2.131369495	4.095184648	0.3699	1.722771081	1.408085145	0.852240573	1.164339242	2.349676115	0.469454409	1.392287492	0.6395	0.708574943	0
MIMAT0004505	1.149289528	1.529302721	0.630409611	0.706924961	0.571847126	0.863913362	1.0704	1.810522747	0.328536367	0.7608	1.161791345	0.3508	1.7946	0.674313634	0.3469	1.090173838	0.833690691	1.113295218	1.708164853	0	1.723229185	0.651634722	1.338510885	1.897814777	0	0.9854	0.372253505	0	0	0	0.8866	0	1.052200873	0	1.2531	1.739144804	1.397323336	2.12435388	0.514219692	0.670733336	0.2567	0.2363	1.282	0.712357569	0.4306	0.256	0.3137	1.15181497	0.3127	0.894510438	1.40255271	0.8694	0.790297098	1.36765055	0.476176351	0.2635	0	0.5491	0.2262	1.467537114	0	1.730200336	1.0257	0	1.151544479	0.610286409	0.885940399	0.650851935	0	0.875481497	0.2206	0.2289	0.7036	0.4087	0.967143612	0.2107	1.024570399	0.2634	0.522755461	0.787189432	1.1368	0.9145	1.435718075	0.820591151	0.903016734	0.3598	1.144910341	1.258398427	1.262675715	0.664	0.728877449	0.389645856	0.16848374	0.1147	0.4238	0.174	0	0.4562	0.561436756	0.487595738
MIMAT0004515	6.19093452	4.88031879	6.039430212	5.578661882	4.662333232	5.201753141	6.836790406	4.878718051	5.330876218	6.912281599	5.12194681	4.791999264	6.718729808	5.541831279	5.421688178	4.442640367	4.577717302	5.924058878	5.394540336	5.735123281	7.198439731	6.594241969	4.091931581	7.400435173	5.947417512	4.672261374	3.802480279	7.262296776	7.436517892	5.525635226	7.379620245	6.505468028	5.394568005	5.312707426	3.89091243	4.440450548	3.728610275	5.077294139	4.891804086	4.676150125	4.180751206	4.837339619	4.663378756	5.586052371	4.116699099	5.079505626	7.757725517	4.651502139	6.60472499	5.49946756	4.535485241	5.255882804	6.819810732	7.226799875	5.287755984	5.830335756	4.431580341	4.824173077	6.021978621	4.638901935	6.498088651	4.899237131	5.957013917	5.674935009	6.95857437	5.487944176	7.329502101	6.052589986	4.825052817	5.275123668	5.572847768	5.644178759	4.82483567	5.062619257	5.742088528	4.873284181	5.227261502	4.338172069	3.945862186	3.045444951	4.742932784	6.221035127	2.61241846	6.573441337	5.849776651	4.529453962	6.529564597	6.038706984	3.284720342	6.436713163	5.655707012	3.902537025	4.999074027	6.20121914	3.304126644	4.776424855	4.446179186	2.238445887	4.496034475	2.439136173
MIMAT0004516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966778423	0	0	0	0	0.6879	0	0.5155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.631793043	0	0	0	0	0	0	0	0	0	0	0
MIMAT0004518	3.487128746	3.293221594	2.671387601	2.307909938	2.427033349	2.837877277	5.015803802	3.28933682	1.544861675	2.160988827	3.827687246	2.874179559	2.233819663	3.437273909	2.525419082	3.221301581	3.468678765	2.49909525	3.654121405	3.066020197	2.410296084	2.549073137	4.025751032	6.313239035	1.394977424	0.9854	2.132657646	2.972299147	2.914592148	2.232491468	2.795306014	2.984016764	2.576634586	3.065376934	2.853086827	3.547218144	2.96509902	2.782396681	2.213984803	3.070266341	2.453798099	2.348685809	4.459378834	1.740409399	2.636357039	2.398228836	2.550301888	3.509244095	3.350027444	3.261517811	2.353128545	3.554550686	3.487022448	3.746093002	2.257115371	2.587116548	2.147299372	3.48417507	1.129686179	3.320170169	2.080918294	3.037425573	3.854719206	1.858234556	2.157377214	2.836551322	3.307928233	2.319328905	2.114106292	2.22409386	2.106013268	2.034019562	3.950139423	3.298878829	1.654703869	2.629965625	5.523341842	1.001021624	1.296101362	2.73551337	3.631094297	3.501258035	3.16304245	2.945551426	2.800246888	2.504347723	3.969915	2.554057317	3.727182947	2.71201971	2.856963397	2.624940662	1.576530432	2.214539124	1.608145508	2.615256142	1.560695418	2.872232151	2.140499638	2.728896124
MIMAT0004600	6.576646233	4.389830465	4.350495531	3.928520042	4.453962154	7.508291742	5.610347585	5.983519139	3.811529125	3.754908581	4.289875473	4.472343966	6.595170299	4.389748798	5.351330982	6.34764208	7.820720065	4.553986566	2.816835728	6.871290188	5.501701602	6.323079542	2.5774	5.864290922	4.471656987	3.558104607	3.933322263	4.1544987	3.573	4.749355151	6.17596782	3.5682	4.668098916	8.499770979	3.195748938	7.457130534	5.014444605	3.972727746	4.074058118	4.25203866	7.402959588	3.97938414	5.144164262	3.667433732	4.45092257	4.418661495	6.197271716	2.766376222	5.020721622	5.355526556	5.215799506	4.062797445	4.843894918	3.154136784	6.486129744	4.899773127	3.406495306	3.851252142	4.963864106	3.094836615	4.961425129	4.640944099	8.500613536	4.561953565	7.106622956	4.78145963	5.306725469	6.977878855	6.005697206	4.198412265	3.973370841	4.990122841	3.694030423	6.278524091	3.719836031	4.494817891	10.83983082	4.899148796	3.446014647	4.30165717	3.665611259	2.786434801	3.628507214	2.669672258	3.922917564	6.570537763	3.116321772	4.889520214	2.7963	4.423324452	4.598546925	4.863779045	3.236681147	3.905514136	5.077968151	7.896456363	5.588679735	2.633771566	3.468443528	6.307611119
MIMAT0004601	4.637702671	3.446724728	4.5727025	4.617858708	3.753278711	4.240452639	5.167016969	7.422198065	4.570252293	4.085162661	4.540609419	4.301593915	4.458670129	5.290478441	4.987222858	4.745526665	5.38111976	5.001009467	4.486349111	4.803936809	5.367395334	4.856624384	5.388747767	5.581787118	7.115967152	4.829645732	5.002550257	3.749605828	5.443354216	4.617193544	4.815746335	4.982268091	4.833457924	4.530620838	5.56519826	4.987979208	4.346043591	4.615887726	6.648724351	5.397128505	4.749416696	3.912723955	4.328415959	4.137610362	5.357635553	5.664039845	3.93826285	6.059162604	3.206132813	4.314556046	5.555392404	4.822122326	5.1849905	5.133094572	5.506226411	4.634740478	4.56293473	5.102204695	4.024516916	6.102877567	4.423776705	4.288458044	5.848770377	3.498280091	3.224520926	4.541652603	4.781272779	4.835747648	4.179580298	4.237214814	3.988402774	4.400584792	3.197061541	6.367040333	3.225845651	3.796633428	4.774805338	5.028703119	4.818637382	4.982844398	3.363445734	3.278255071	4.173991352	4.684140494	5.523204172	4.845967959	5.46604654	5.656025396	2.721803393	4.801437039	5.09579952	5.20439887	5.56137934	4.90523802	6.437903862	5.297442748	5.120980676	3.139080824	4.521162805	6.460375373
MIMAT0004602	2.767549192	1.070668714	3.098036132	2.353276448	2.382898827	1.400479242	3.332782066	2.372817702	1.723007151	1.917564871	0.8678	0.3508	1.794604144	2.767683496	2.091547866	2.669596965	2.935204528	2.684548895	3.054147795	1.547867578	2.33005168	1.098861932	2.269686556	3.81626373	2.090700213	3.780150359	2.437118074	3.609463697	4.204873831	3.426709139	4.168101352	3.442820409	2.166417447	2.074848049	3.300726915	2.665677582	2.805670886	1.422238654	2.667239954	3.614343779	3.619866739	2.664393428	3.891481372	1.543736125	2.163023645	2.037918259	1.671708925	3.429650335	2.284583433	1.194382391	4.124148649	2.575688536	1.497525461	2.91600102	2.833235834	2.265064835	2.697688124	1.918076126	1.129608224	2.17986894	1.482813863	2.203223781	4.017361433	2.497042661	1.695793586	2.116001913	2.501727452	1.872064091	1.537200518	2.001606336	1.314498331	1.248415713	2.801387166	2.09581714	2.195691299	1.995735779	3.928108191	1.00102103	1.296074417	3.019927051	2.866758617	2.134933516	1.830967406	2.328304144	2.385603802	1.884047861	2.580057751	1.95754659	2.999303282	3.451006443	2.857020999	3.40781217	2.256903626	1.656115687	2.142160095	3.788539621	3.426186707	3.865302549	2.952147571	3.542995838
MIMAT0004603	1.614194614	2.926426052	2.879123201	4.375665642	4.377246525	3.914138486	2.357585416	5.779085643	4.645900454	3.896184137	4.319997679	3.334087973	2.411736819	4.820798363	5.199550485	4.882959869	5.456935277	3.470169969	3.892987704	3.648847079	4.478416693	4.768718856	3.399897423	3.638179067	6.208132359	5.925307091	4.403576691	3.681217755	4.927486061	3.233878413	3.589184574	5.682493645	5.138354934	5.1609139	5.352050312	4.348817431	9.208830183	4.711518601	6.318036605	4.554193477	5.124389354	4.624816657	5.42624286	3.281930745	2.927702812	4.495126702	0.571222822	4.249703989	3.315366436	2.718822073	3.327805567	4.543923737	2.773055309	3.293573336	4.953344364	4.993445883	4.864164591	4.726620812	3.761193865	4.620203984	4.007002438	4.727587508	3.784138376	3.363261551	2.019296899	4.753568023	1.90915768	4.266371473	4.390541423	3.720801114	2.796778777	3.866483317	4.990851486	3.639391876	1.282399885	3.222732619	6.555983042	4.869780922	4.136995848	3.813658459	4.41836556	3.278223438	4.762586444	4.386771289	4.323002083	5.3454267	2.612238044	4.757813	4.748774768	4.165876034	5.598141509	5.919837146	5.793425167	4.913161672	5.980474444	4.861561132	5.727868039	6.037992412	5.079949961	6.577369267
MIMAT0004604	6.624018951	7.53690983	7.001565619	8.331129763	8.244320592	6.968301455	7.147841253	11.0846404	8.240578951	8.220304996	9.469229926	8.386548272	6.79284693	8.020240997	7.115670068	7.126416585	8.857250156	6.988949107	7.66389883	6.425745104	8.672855712	7.767746307	8.050425451	7.503686809	8.88760181	4.364383509	5.22325684	7.599768221	8.054641784	4.749340991	7.578503107	7.654225517	7.556201493	7.744026439	8.143038667	8.149533942	6.369918664	8.533703286	8.048517677	8.0849492	8.28618538	7.724901115	6.92774625	6.009596681	7.327851586	5.953382916	5.443008765	3.301419531	7.123432961	6.837776282	8.131590334	8.38472958	7.569310762	8.505337886	7.512412938	8.845560979	8.504537324	9.721911626	5.776124925	9.290745852	8.613184186	8.610557895	8.686227713	6.036304043	4.988348393	7.225514762	6.397625334	6.721466246	5.787018503	6.499294165	5.906712345	6.330017192	7.219324317	8.269123706	5.798848468	7.025467121	4.801833606	7.592885806	5.762240171	7.051231124	7.641855103	7.407026276	6.830628531	9.0075921	9.644733567	8.882418897	9.33313701	9.278305404	3.83722804	6.968072496	7.321670911	7.785675062	8.942904493	7.608470872	6.68772392	6.697720766	6.682615829	10.44409394	7.178898051	9.042126763
MIMAT0004610	1.021967011	0.9584	2.024573663	1.276588692	0.405236489	0.1848	0.632272744	0	1.978416109	2.369263072	1.614588296	1.549481453	0.6936	1.992586665	2.223384118	2.463597213	3.56722324	0	1.5924	0.9723	2.558566797	1.715258156	2.577402177	2.09483028	1.152104506	2.782195325	1.122670403	2.243458294	3.699383229	2.885581885	4.09830421	6.536452335	1.456589143	1.21591976	2.613227197	1.417	0.627333951	0.8797	1.999021593	2.362794415	3.475834064	3.651811763	3.110412248	0.888560898	2.046385706	0.662154958	0.3137	0.3846	0.976780895	0.8945	1.4026	0	0.7903	1.090138061	1.742622252	0.849218799	1.2461	1.918069044	0.747483596	0.401548725	0	1.486785055	0.7576	0.4895	0.2673	2.056344041	0	0.650909474	0.561338222	1.323238491	0	0	0.958222565	0.987297039	0.9671	0	0.601378347	0.678847553	0.3686	0.787132976	0.6776	0.528529199	0.649342832	2.712475821	0.582216852	0.772465777	0.489332964	1.842214692	0	2.075396373	4.237113655	3.592247357	2.544158736	0.933839217	1.761337462	1.833332789	3.935364576	0.246	1.61421516	1.77094319
MIMAT0004752	3.740755082	2.700892382	1.402696859	0.840260313	1.199905225	0.49567282	0	1.972936046	1.341504816	0	3.390474579	3.936898081	3.173942182	0	1.06167793	1.50315827	2.045719643	0	1.592405505	0	0.3648	0.3623	0.467	0	0	0	0.913132959	1.803192674	3.109417752	0	2.135947046	0.9909	0.488114953	0.2497	0	3.061693779	0	1.632277257	0.2799	1.31026949	1.240657633	2.989393779	0.966778423	0	0	0.978796267	0.3137	0.3846	1.668184266	0.5155	1.4026	0	0	1.800577581	0.476176351	1.138913713	2.842709919	0.5491	0	0	1.284442231	2.791372717	0.4279	0.2654	0.492731571	0.767313565	0	1.713953445	0.5613	0	0.2206	1.022783031	0	1.567935359	0	0.958751485	1.617650538	0	0.788996267	0.521468016	1.321148368	1.981747752	0	2.58013652	2.72083472	1.092891041	2.899208223	1.716888907	8.285330576	0	1.210835377	1.711147775	0.245894385	1.053724073	0	0.174	0	0	0	0.2643
MIMAT0004761	0.643555444	0.958423494	1.141143523	0.706867659	1.909360676	1.473245579	0.3505	5.174224062	0.82142771	0	1.405891212	0	0	1.132047387	1.395636904	1.090187303	1.902194508	2.166693442	1.176164446	0.972190994	1.723188112	1.835509187	0.467	1.063936352	3.969759916	3.143880728	1.021684257	2.24337919	2.09428917	0	2.390710056	3.889849548	1.14261111	2.198840768	1.334463929	0.7383	0.861578534	1.17633987	0.2799	0.374	1.460785415	0.617207392	0.966778423	0.7124	0	1.114302455	0.3137	1.337658115	1.553945514	2.002321168	2.100154235	0	1.297994348	1.488632097	1.43004649	2.07235781	1.612582795	0.5491	0.2262	0.973043539	1.284487737	0.599386852	2.262574975	0	0	1.99409887	0	2.2632905	0.5613	1.503925466	1.798501002	2.257980013	0.3943	1.399133596	0.5631	0.7041	0.3318	1.138607046	1.379180684	0.1955	2.103332644	0.914520624	0.3609	2.089569511	1.638150774	1.432756599	1.935972017	1.57964837	0.4328	0.664051796	2.368268146	0.6962	1.576602217	1.867185783	1.017422087	1.3438814	1.847950636	5.330328801	1.687012637	1.683321627
MIMAT0004765	1.857389091	0.2106	1.067659246	0.559912836	0.571847126	0.6291	0	1.810534686	0.8214	1.2564	0.8678	0.6328	1.16	0.376150875	0.3469	0.509370612	0.371123406	2.166691503	1.176162115	0.4012	0.655723865	0.6516	1.102093386	2.0948	0.859915385	0	0.5276	1.166688736	1.0635	2.0097	2.136	0	0.343	0.46249182	1.803271128	1.224199309	1.896630068	1.176323777	0	0.670733336	0	0.918286677	0.5629	0	1.257840866	0.4733	0.979283698	1.502319573	0.5695	0.8945	2.568374623	0.8694	1.0664	1.4886	0.724058675	0.849132145	1.2461	1.2568	1.0131	1.548984666	0.4425	0.3306	0.757490908	0.2654	0.492731571	0.434071981	1.042592306	0.81573068	0.3078	0.2227	0.2206	0.4265	0.7036	1.207856854	0.3089	0	0.601378347	0.486	1.013606051	1.293505413	0.6776	0.528529199	0.889614005	1.103818602	0.995847008	0	1.9858377	0.3767	1.262617938	0	0.409967142	0.60111153	0.580786429	0.659342534	0.4238	0.597140848	0	0.9484	0.212390155	0
MIMAT0004978	2.918206573	0.703802389	1.860146797	0.3963	1.845762521	0.1848	3.292896068	0.5038	0.821450899	1.917539763	0	0.3508	5.021636883	0.532921272	0.964512675	0.509370612	1.610400814	0	4.314326019	0.4012	0.655723865	1.098780094	0.819230333	1.398318598	1.394973616	1.565462815	0.795721414	4.386894227	4.763494018	2.332254351	1.431691293	3.790371795	0.619944514	0.647989421	1.334441766	0.4158	0	0	3.086282752	0.6708	0.663735662	1.803933729	1.281986748	0.2784	0.4306	0.6622	0	0.3846	0	3.703353527	2.755594576	0.8694	1.49753216	2.630629471	0.72401663	0.679119281	2.354960067	1.512346004	0.593747681	1.086476415	0	0.3306	2.038371263	0.683406742	0.859396991	0.434071981	0.509966681	0.464734538	0.3078	0.415575719	0.2206	0.2289	0.3943	0.726812189	0	0.836996101	2.124801845	0.486053503	0	0.521468016	0.677565483	0.1985	0	2.484604914	0.803841867	1.18568973	4.08880516	1.672566207	0.4328	4.01754795	1.517311831	0.1419	0.948102912	0.733027439	1.761281608	6.3801544	1.711447678	3.828016818	1.231275166	0.851375985
MIMAT0005458	3.293919497	1.070668714	0	0.2117	0	0	0	0	0.1736	0	0.867817723	0	0	0.2003	0	0	0.1346	0.4728	2.00840059	2.456532287	0.655723865	0.3623	1.877957011	1.398318598	0.4931	1.5655	0	1.51976212	3.434366098	0	1.431691293	2.984019979	0.1817	0.812245796	0.1869	0.738185402	0.3475	0	0	1.126865457	0	0	0	0.2784	1.257801391	0.473346763	3.354610586	0.3846	2.546060322	0.894510438	0.8654	0	0	0.2937	0.1768	0.486224897	0.7536	1.512390617	1.431454984	0.566995017	0.4425	0	1.772801262	0	3.058227624	0.610311206	4.042236448	0	0	0	0	0.600184272	0	1.207856854	0	1.678942227	4.068122596	0	0	0.787089189	0	2.876122852	0.3609	2.089545331	0	0	4.030581717	0.762294903	2.052497771	2.504805447	0.524289418	0.271084405	0.319347433	0.319954372	0.4238	2.455865792	0	0.456100658	0.481748529	0.851353426
MIMAT0005875	0	0.3944	0.729024513	0.2117	0	0.49567282	0.3505	0	0	0.7608	0.4982	0	0	0	0.493417152	0.1905	0.574261759	1.351171757	0	0.4012	0.3648	0	1.1021	0	0.4931	0	0.1981	0	0	0.4183	0.8866	1.986316096	0.343054382	0.46249182	0.758457125	1.0016	0.3475	0.879719766	0	1.472927634	0.474550757	0	0.966778423	0	0.4306	0	0	1.337637805	0	0	1.7931	0	0	0	0.1768	0.4862	0	0.9459	0.2262	0.84992465	0	0.3306	1.447116544	0	0.4928	0.4341	0	0.464734538	0.3078	0.2227	0	0.426406571	0	0.726812189	0.3089	0.2107	0.601378347	0.2634	0	0.367641597	0.3782	0.528585271	0.649342832	0.2528	0.457194056	0.359822129	0.1822	0.376684132	0	0.664	0.524289418	0.869443075	0	0.1147	0.4238	0	0.406	0.4562	0.307905423	0.68092166
